JnlTitle,Publisher,PubCountry,Fee,WaiverPolicy,Identifiers,FirstYear,Language,ReviewProcess,Plagiarism,Sub2Pub,JnlLicense,AuthorCopyright,DOAJ_Seal
Nanomaterials and Nanotechnology,SAGE Publishing,United Kingdom,Yes,Yes,DOI,2011,English,Blind peer review,Yes,15,CC BY,True,Yes
Croatian Operational Research Review,Croatian Operational Research Society,Croatia,No,NA,DOI,2010,English,Double blind peer review,Yes,22,CC BY-NC,True,No
Ars Adriatica,University of Zadar,Croatia,No,NA,,2012,Croatian,Double blind peer review,NA,24,CC BY,True,No
Studia Polensia,Juraj Dobrila University of Pula,Croatia,No,NA,,2012,"Croatian, English, Italian",Peer review,NA,50,CC BY-SA,False,No
Oeconomica Jadertina,University of Zadar,Croatia,No,NA,,2011,"Croatian, English",Double blind peer review,NA,20,CC BY,False,No
Croatian International Relations Review,De Gruyter Open,Poland,No,NA,DOI,2013,English,Double blind peer review,Yes,17,CC BY-NC-ND,True,No
Arhiv za Higijenu Rada i Toksikologiju,De Gruyter Open,Croatia,No,NA,DOI,2007,"Croatian, English",Blind peer review,Yes,25,CC BY-NC-ND,True,No
ADMET and DMPK,International Association of Physical Chemists (IAPC),Croatia,No,NA,DOI,2013,English,Peer review,NA,4,CC BY,True,No
"Journal of Sustainable Development of Energy, Water and Environment Systems",SDEWES Centre,Croatia,Yes,Yes,DOI,2013,English,Blind peer review,Yes,20,CC BY,True,No
Miscellanea Hadriatica et Mediterranea," University of Zadar, Department of History",Croatia,No,NA,,2013,"Croatian, English, Italian",Double blind peer review,NA,20,CC BY,False,No
Zagreb International Review of Economics and Business,De Gruyter Open,Croatia,No,NA,DOI,2006,English,Double blind peer review,Yes,20,CC BY-NC-ND,True,No
Anafora,University of Osijek,Croatia,No,NA,,2014,"Croatian, English, Hungarian",Double blind peer review,Yes,20,CC BY,True,No
FIP: Journal of Finance and Law,Effectus University College for Finance and Law,Croatia,No,NA,,2013,English,Double blind peer review,NA,12,Publisher's own license,False,No
Journal of Economic and Social Development (Varaždin),Varazdin Development and Entrepreneurship Agency,Croatia,No,NA,,2014,English,Double blind peer review,NA,10,CC BY,True,No
HYLA: Herpetological Bulletin,Croatian Herpetological Society,Croatia,No,NA,,2011,"Croatian, English",Peer review,NA,5,CC BY-ND,False,No
DIEM,University of Dubrovnik,Croatia,No,NA,,2013,English,Double blind peer review,NA,8,CC BY,False,No
Journal of Circulating Biomarkers,SAGE Publishing,United Kingdom,No,NA,DOI,2014,English,Double blind peer review,Yes,14,CC BY-NC,False,No
South European Journal of Orthodontics and Dentofacial Research,Dentitio,Croatia,No,NA,DOI,2014,English,Double blind peer review,NA,18,CC BY-NC-ND,False,No
Nanobiomedicine,SAGE Publishing,United Kingdom,No,NA,DOI,2014,English,Double blind peer review,Yes,14,CC BY-NC,False,No
Alcoholism and Psychiatry Research,Department of Psychiatry University Hospital Center Sestre milosrdnice,Croatia,No,NA,DOI,2012,English,Blind peer review,NA,21,CC BY-NC-SA,False,No
Review of Innovation and Competitiveness,Juraj Dobrila University of Pula,Croatia,No,NA,,2015,English,Double blind peer review,NA,12,CC BY,True,No
Endocrine Oncology and Metabolism,VBZ,Croatia,No,NA,DOI,2015,English,Peer review,NA,52,CC BY-NC,False,No
Acta Economica et Turistica,De Gruyter Open,Poland,No,NA,DOI,2015,"Croatian, English",Double blind peer review,Yes,20,CC BY-NC-ND,False,No
Geograficando,Universidad Nacional de La Plata,Argentina,No,NA,,2013,Spanish; Castilian,Double blind peer review,NA,32,CC BY-NC-ND,False,No
Arte e Investigación,Papel Cosido,Argentina,No,NA,,2013,"English, Spanish; Castilian",Double blind peer review,NA,10,CC BY-NC-ND,True,No
Revista Electrónica de Investigación en Educación en Ciencias ,Universidad Nacional del Centro de la Provincia de Buenos Aires,Argentina,No,NA,,2006,"English, French, Portuguese, Spanish; Castilian",Double blind peer review,NA,24,CC BY-NC,False,No
Revista Iberoamericana de Tecnología en Educación y Educación en Tecnología,Red de Universidades Nacionales con Carreras de Informática,Argentina,No,NA,,2006,"Portuguese, Spanish; Castilian",Peer review,NA,12,CC BY-NC,False,No
Papeles de Trabajo,Universidad Nacional de San Martín,Argentina,No,NA,,2007,"Portuguese, Spanish; Castilian",Double blind peer review,NA,32,CC BY,True,No
Revista Pilquen: Sección Ciencias Sociales,Universidad Nacional del Comahue,Argentina,No,NA,,2013,Spanish; Castilian,Peer review,NA,8,CC BY,True,No
Rince ,Universidad Nacional de La Matanza,Argentina,No,NA,,2007,Spanish; Castilian,Double blind peer review,NA,7,CC BY,False,No
Prácticas de Oficio,Universidad Nacional de General Sarmiento,Argentina,No,NA,,2007,Spanish; Castilian,Double blind peer review,NA,18,CC BY-NC,False,No
Orbis Tertius,Universidad Nacional de La Plata,Argentina,No,NA,,1996,"Portuguese, Spanish; Castilian",Double blind peer review,NA,24,CC BY-NC-SA,False,No
Revista de Estudios sobre Genocidio,Universidad Nacional de Tres de Febrero,Argentina,No,NA,,2016,Spanish; Castilian,Double blind peer review,NA,24,CC BY-NC,False,No
Cuadernos de H Ideas,Universidad Nacional de La Plata,Argentina,No,NA,,2007,Spanish; Castilian,Double blind peer review,NA,12,CC BY-NC-ND,False,No
Páginas,Universidad Nacional de Rosario,Argentina,No,NA,,2008,"Portuguese, Spanish; Castilian",Double blind peer review,Yes,17,CC BY-NC-SA,True,No
Revista del Museo de Antropologia,Museo de Antropologia,Argentina,No,NA,,2008,"English, Spanish; Castilian",Blind peer review,Yes,24,CC BY-NC-SA,True,No
Revista de Estudios Marítimos y Sociales,GESMar,Argentina,No,NA,,2008,Spanish; Castilian,Double blind peer review,NA,12,CC BY-NC-SA,False,No
Cuba Arqueológica ,Cuba Arqueológica,Cuba,No,NA,,2008,Spanish; Castilian,Double blind peer review,NA,12,CC BY-NC-ND,True,No
Sociohistórica,Universidad Nacional de La Plata,Argentina,No,NA,,2012,Spanish; Castilian,Double blind peer review,NA,16,CC BY-NC-ND,False,No
Augm Domus,Universidad Nacional de la Plata,Argentina,No,NA,Handles,2009,"Portuguese, Spanish; Castilian",Blind peer review,NA,20,CC BY-NC-SA,False,No
Conflicto Social,"Universidad de Buenos Aires, Facultad de Ciencias Sociales, Instituto de Investigaciones Gino Germani",Argentina,No,NA,,2008,Spanish; Castilian,Double blind peer review,NA,10,CC BY-NC-SA,True,No
Plaza Pública: Revista de Trabajo Social,Universidad Nacional del Centro de la Provincia de Buenos Aires,Argentina,No,NA,,2008,"Portuguese, Spanish; Castilian",Double blind peer review,NA,24,CC BY-NC-ND,True,No
SaberEs,Universidad Nacional de Rosario ,Argentina,No,NA,,2009,Spanish; Castilian,Double blind peer review,NA,34,CC BY-SA,True,No
Revista Argentina de Ciencias del Comportamiento,Universidad de Córdoba,Argentina,No,NA,,2009,Spanish; Castilian,Double blind peer review,NA,32,CC BY,False,No
Papers in Physics,Papers in Physics,Argentina,Yes,NA,DOI,2009,English,Open peer review,NA,8,CC BY,True,Yes
Informes Científicos y Técnicos (Universidad Nacional de la Patagonia Austral),Universidad Nacional de la Patagonia Austral,Argentina,No,NA,,2009,Spanish; Castilian,Peer review,NA,10,CC BY-NC-ND,True,No
Revista Argentina de Estudios de Juventud ,"Universidad Nacional de La Plata, Facultad de Periodismo y Comunicación Social",Argentina,No,NA,,2009,Spanish; Castilian,Double blind peer review,NA,10,CC BY-NC-ND,False,No
Revista Argentina de Anatomía Clínica,Asociación Argentina de Anatomía Clínica,Argentina,No,NA,,2010,"English, Spanish; Castilian",Double blind peer review,Yes,15,CC BY,True,No
"Revista Latinoamericana de Estudios sobre Cuerpos, Emociones y Sociedad",Universidad de Córdova; Consejo Nacional de Investigaciones Científicas y Técnicas,Argentina,No,NA,,2009,"Portuguese, Spanish; Castilian",Double blind peer review,NA,14,CC BY-NC-ND,True,No
Prometeica,Prometeica,Argentina,No,NA,DOI,2010,"Portuguese, Spanish; Castilian",Double blind peer review,NA,30,CC BY-NC,True,No
Imagofagia,Asociación Argentina de Estudios de Cine y Audiovisual,Argentina,No,NA,,2010,Spanish; Castilian,Blind peer review,NA,32,CC BY-NC-ND,True,No
Extensión en Red,Universidad Nacional de La Plata,Argentina,No,NA,,2010,Spanish; Castilian,Double blind peer review,NA,12,CC BY-NC-ND,False,No
Cuadernos de Marte,"Universidad de Buenos Aires, Facultad de Ciencias Sociales, Instituto de Investigaciones Gino Germani",Argentina,No,NA,,2010,"Portuguese, Spanish; Castilian",Double blind peer review,Yes,18,CC BY-NC-SA,False,No
Boletín de Arte,Papel Cosido,Argentina,No,NA,,2013,"English, French, Portuguese, Spanish; Castilian",Double blind peer review,NA,15,CC BY-NC-ND,True,No
Derecho y Ciencias Sociales,Universidad Nacional de La Plata,Argentina,No,NA,Handles,2013,Spanish; Castilian,Double blind peer review,NA,14,CC BY-SA,True,No
Revista de Salud Pública,Universidad Nacional de Córdoba,Argentina,No,NA,,2005,Spanish; Castilian,Double blind peer review,NA,6,CC BY-NC-ND,False,No
ARQUISUR Revista,Ediciones UNL,Argentina,No,NA,DOI,2010,"Portuguese, Spanish; Castilian",Double blind peer review,NA,12,CC BY-NC-ND,True,No
Memoria Europae,Universidad Nacional de San Juan,Argentina,No,NA,,2015,"English, French, Italian, Portuguese, Spanish; Castilian",Blind peer review,NA,8,CC BY,False,No
"H-industri@: Revista de Historia de la Industria, los Servicios y las Empresas en América Latina",Universidad de Buenos Aires,Argentina,No,NA,,2007,Spanish; Castilian,Double blind peer review,NA,16,CC BY-NC,True,No
Revista Latinoamericana de Metodologia de la Investigacion Social,Estudios Sociologicos Editora,Argentina,No,NA,,2011,"Portuguese, Spanish; Castilian",Blind peer review,NA,8,CC BY-NC-ND,True,No
Anuario de la Escuela de Historia Virtual,Universidad Nacional de Córdoba,Argentina,No,NA,,2010,"English, Spanish; Castilian",Double blind peer review,NA,24,CC BY-NC-ND,False,No
Nuevo Pensamiento. Revista de Filosofía.,Usal,Argentina,No,NA,,2011,Spanish; Castilian,Double blind peer review,NA,16,CC BY-NC-ND,True,No
Revista Latinoamericana de Metodología de las Ciencias Sociales ,Universidad Nacional de La Plata,Argentina,No,NA,,2011,"English, Portuguese, Spanish; Castilian",Double blind peer review,NA,45,CC BY-NC-SA,False,No
Corpus: Archivos Virtuales de la Alteridad Americana,"Centro Científico y Tecnológico-CONICET, Mendoza & Universidad Nacional de La Pampa",Argentina,No,NA,DOI,2011,"English, French, Portuguese, Spanish; Castilian",Double blind peer review,Yes,16,CC BY-NC,False,No
Badebec ,Universidad Nacional de Rosario,Argentina,No,NA,,2011,"Portuguese, Spanish; Castilian",Double blind peer review,NA,24,CC BY-NC-ND,False,No
Scripta Manent,Slovensko društvo učiteljev tujega strokovnega jezika (SDUTSJ),Slovenia,No,NA,,2005,"English, French, German, Italian",Double blind peer review,Yes,24,CC BY-NC-SA,True,No
Slovenian Journal of Public Health,De Gruyter Open,Poland,No,NA,DOI,2010,English,Double blind peer review,Yes,23,CC BY-NC-ND,False,No
Zbornik Znanstvenih Razprav,"University of Ljubljana, Faculty of Law",Slovenia,No,NA,,2016,"English, Slovenian",Peer review,NA,20,CC BY-ND,False,No
Management,University of Primorska,Slovenia,No,NA,,2006,English,Double blind peer review,NA,16,CC BY-NC-ND,True,No
Materials and Geoenvironment,De Gruyter Open,Poland,No,NA,DOI,2016,English,Blind peer review,Yes,8,CC BY-NC-ND,False,No
Ars & Humanitas,"Znanstvena založba FIlozofske fakultete Univerze v Ljubljani (Ljubljana University Press, Faculy of Arts)",Slovenia,No,NA,DOI,2007,"English, French, German, Italian, Slovenian, Spanish; Castilian",Blind peer review,Yes,12,CC BY-SA,True,No
Hacquetia,De Gruyter Open,Slovenia,No,NA,DOI,2007,"English, Slovenian",Peer review,Yes,14,CC BY-NC-ND,True,No
Innovative Issues and Approaches in Social Sciences,CEOs Ltd.,Slovenia,No,NA,DOI,2008,English,Double blind peer review,Yes,14,CC BY-NC,False,No
International Journal of Euro-Mediterranean Studies,Euro-Mediterranean University,Slovenia,No,NA,,2008,English,Double blind peer review,Yes,28,CC BY-NC-ND,True,No
Revija za Elementarno Izobraževanje,"University of Primorska, University of Maribor",Slovenia,No,NA,,2008,"English, German, Slovenian",Double blind peer review,NA,11,CC BY-NC-ND,False,No
Mednarodno Inovativno Poslovanje,DOBA Business School Maribor,Slovenia,No,NA,,2014,"Croatian, English, German, Serbian, Slovenian",Double blind peer review,NA,18,CC BY,True,No
Slavia Centralis,University of Maribor,Slovenia,No,NA,DOI,2008,"English, German, Slovenian",Double blind peer review,Yes,15,CC BY-NC,True,No
Vestnik za Tuje Jezike,"Znanstvena založba Filozofske fakultete Univerze v Ljubljani (Ljubljana University Press, Faculty of Arts)",Slovenia,No,NA,DOI,2009,"French, Slovenian, Spanish; Castilian",Blind peer review,NA,12,CC BY-SA,True,No
Center for Educational Policy Studies Journal,University of Ljubljana,Slovenia,No,NA,,2011,English,Blind peer review,NA,24,CC BY,False,No
Revista Orbis,Fundación Unamuno,"Venezuela, Bolivarian Republic of",Yes,NA,,2005,Spanish; Castilian,Peer review,NA,10,CC BY,False,No
Revista Negotium,Fundación Unamuno,"Venezuela, Bolivarian Republic of",Yes,NA,,2005,Spanish; Castilian,Double blind peer review,NA,10,CC BY,False,No
Avances en Química,Universidad de Los Andes,"Venezuela, Bolivarian Republic of",No,NA,,2006,"English, Spanish; Castilian",Double blind peer review,NA,8,CC BY-NC-SA,False,No
Disertaciones,Universidad del Rosario; Universidad de los Andes de Venezuela; Universidad Complutense de Madrid,Colombia,No,NA,,2008,"English, Portuguese, Spanish; Castilian",Double blind peer review,Yes,16,CC BY-NC,False,No
Stiinta Agricola,Moldova State Agrarian University,"Moldova, Republic of",No,NA,,2006,"English, Romanian; Moldavian; Moldovan, Russian",Peer review,Yes,3,CC BY,True,No
Problems of the Regional Energetics,Academy of Sciences of Moldova,"Moldova, Republic of",No,NA,,2005,"English, Romanian; Moldavian; Moldovan, Russian",Blind peer review,Yes,8,CC BY,True,No
Revista Arheologică,Inst. Patrimoniului Cultural (IPC),"Moldova, Republic of",No,NA,ARK,2016,"English, Romanian; Moldavian; Moldovan, Russian",Peer review,NA,32,CC BY,True,No
Psihologia. Pedagogia specială. Asistenţa socială,State Pedagogical University,"Moldova, Republic of",No,NA,,2005,"English, Romanian; Moldavian; Moldovan, Russian",Peer review,Yes,5,CC BY,True,No
Tyragetia,National Museum of History of Moldova,"Moldova, Republic of",No,NA,,2007,"English, French, German, Romanian; Moldavian; Moldovan, Russian",Peer review,NA,30,CC BY,True,No
"Akademos: Revista de Ştiinţă, Inovare, Cultură şi Artă",Academy of Sciences of Moldova,"Moldova, Republic of",No,Yes,ARK,2006,"English, Romanian; Moldavian; Moldovan, Russian",Peer review,Yes,3,CC BY,True,No
"Chemistry Journal of Moldova: General, Industrial and Ecological Chemistry",Institute of Chemistry of ASM,"Moldova, Republic of",No,NA,,2006,English,Peer review,Yes,12,CC BY,False,No
Revista de Etnologie şi Culturologie,Inst. Patrimoniului Cultural (IPC),"Moldova, Republic of",No,NA,ARK,2006,"English, Romanian; Moldavian; Moldovan, Russian",Double blind peer review,NA,20,CC BY,True,No
Studia Universitatis Moldaviae: Stiinte Exacte si Economice,Moldova State University,"Moldova, Republic of",Yes,NA,,2007,"English, Romanian; Moldavian; Moldovan, Russian",Double blind peer review,Yes,16,CC BY,False,No
Studia Universitatis Moldaviae: Stiinte ale Educatiei,Moldova State University,"Moldova, Republic of",Yes,NA,,2007,"English, Romanian; Moldavian; Moldovan, Russian",Double blind peer review,Yes,10,CC BY,False,No
Revista Institutului Naţional de Justiţie,National Institute of Justice ,"Moldova, Republic of",No,NA,,2007,"English, French, Romanian; Moldavian; Moldovan, Russian",Double blind peer review,NA,6,CC BY,True,No
Psihologie,"Association of Psychologists Practitioners, Moldova","Moldova, Republic of",No,NA,,2009,"English, Romanian; Moldavian; Moldovan, Russian",Peer review,Yes,10,CC BY,True,No
Economy and Sociology,National Institute for Economic Research,"Moldova, Republic of",No,NA,,2012,"English, Romanian; Moldavian; Moldovan, Russian",Peer review,NA,8,CC BY,False,No
Limbaj si Context,Presa Universitara Balteana,"Moldova, Republic of",No,NA,DOI,2009,"English, French, German, Romanian; Moldavian; Moldovan, Russian, Spanish; Castilian",Double blind peer review,NA,8,CC BY-ND,True,No
Eastern European Journal of Regional Studies,CSEI; ASEM,"Moldova, Republic of",No,NA,,2015,English,Double blind peer review,Yes,16,CC BY-NC-ND,True,No
UTMS Journal of Economics,University of Tourism and Management,"Macedonia, the Former Yugoslav Republic of",No,NA,,2010,English,Double blind peer review,NA,10,CC BY-NC-ND,True,No
Kultura (Skopje),MI-AN Publishing,"Macedonia, the Former Yugoslav Republic of",No,NA,,2011,"English, Macedonian, Russian",Peer review,NA,6,CC BY-NC,True,No
SEEU Review,De Gruyter Open,Poland,No,NA,DOI,2012,English,Double blind peer review,Yes,10,CC BY-NC-ND,False,No
Prilozi: Makedonska Akdemija na Naukite i Umetnostite. Oddelenie za Prirodno-matematički i Biotehnički Nauki,Macedonian Academy of Sciences and Arts ,"Macedonia, the Former Yugoslav Republic of",No,NA,,2006,English,Peer review,NA,10,CC BY,True,No
